season,school_id,player_id,player_name,jersey,pos,height,class
2012,675,42,971789,"Young, Jordan",F,6-5,Sr
2012,676,4,1293700.0,"Bateman, Hal",G,5-11,Jr
2012,676,5,1176075.0,"Bostic, Antonio",G,6-2,Jr
2012,676,15,1293697.0,"Bright, Joe",F,6-4,Jr
2012,676,2,1293702.0,"Broussard, Kevin",G,6-0,Jr
2012,676,1,1293703.0,"Delph, Micah",G,5-11,Fr
2012,676,1,1402790.0,"Gardner, Pee Wee",G,5-9,So
2012,676,25,1176080.0,"Haymon, Desmond",G,6-3,So
2012,676,23,,"King, Jonathan",F,6-5,Jr
2012,676,34,1293696.0,"Parker, Jacob",F,6-6,Fr
2012,676,55,861802.0,"Scott, Jereal",F,6-7,Sr
2012,676,32,1293698.0,"Smith, Taylor",F,6-6,Jr
2012,676,12,1293701.0,"Walkup, Thomas",G,6-4,Fr
2012,676,20,1176081.0,"Walton, Mark",C,6-6,Jr
2012,678,1,1508878,"Diaz, Dennis",G,6-3,Fr
2012,678,20,1067970,"Graham, Aaron",G,6-4,So
2012,678,3,1285579,"Green, Willie",F,6-6,So
2012,678,24,1067973,"McInerney, Liam",F,6-8,Jr
2012,678,10,1285580,"Miller, Hunter",G,6-1,Jr
2012,678,4,1176913,"Morales, Diego",G,5-10,Jr
2012,678,12,1067969,"Naburgs, Joel",G,6-4,Jr
2012,678,22,1397560,"Patterson, Tyshawn",G,6-1,Jr
2012,678,21,1067971,"Paul, Jermol",F,6-4,Sr
2012,678,41,1176918,"Pegg, Adam",C,6-9,Sr
2012,678,23,1507449,"Perez, Chris",G,6-3,Jr
2012,678,2,1285578,"Thompson, Amara",G,6-4,Jr
2012,678,33,946114,"Weston, J.R.",G,6-4,Jr
2012,679,15,1296089,"Bellofatto, Chris",G,5-10,Fr
2012,679,50,1296092,"Curry, Daniel",F,6-5,Fr
2012,679,24,958858,"Cutri, Michael",G,6-2,Sr
2012,679,10,1296088,"Cutri, Chris",G,6-0,Fr
2012,679,35,1173970,"DeSeignora, Phillip",G,5-10,So
2012,679,55,1296093,"Gan, Kenny",F,6-5,Fr
2012,679,32,1065987,"Jones, Sheldon",G,6-1,Jr
2012,679,54,1296094,"Makris, Nick",F,6-5,Fr
2012,679,11,1173967,"McManamy, Kevin",F,6-5,So
2012,679,12,1173968,"Meszaros, Andrew",G,6-2,So
2012,679,4,1065985,"Nattis, Mike",G,5-8,Jr
2012,679,34,1296091,"Palty, David",G,6-2,Fr
2012,679,33,1296090,"Santalucia, Nick",F,6-4,Fr
2012,679,45,1065988,"Schwartz, Max",F,6-6,So
2012,679,21,1173969,"Skrelja, Matt",G,6-2,So
2012,679,44,958853,"Smith, Simon",F,6-5,Sr
2012,679,1,1065984,"Thompson, Russ",G,5-10,Jr
2012,680,2,1192428,"Allen, Jeremy",F,6-5,Sr
2012,680,20,1186512,"Atkinson, Terrance",G,6-0,Jr
2012,680,10,1295827,"Barnes, D'Uanaway",G,-,Jr
2012,680,33,1186510,"Burley, Terrell",F,6-3,Sr
2012,680,50,1069285,"Comack, Curtis",F,6-5,Sr
2012,680,42,1295837,"Dudley, James",F,6-5,So
2012,680,30,1069288,"Flint, Jonathan",F,6-6,Sr
2012,680,1,1186516,"Ford, Damian",G,6-3,So
2012,680,12,1186514,"Hollman, Marvin",F,6-6,So
2012,680,40,1295836,"Madison, Markeith",G,6-3,Jr
2012,680,44,1082199,"Nash, Nate",F,6-5,Sr
2012,680,22,1295832,"Payne, Jacoby",F,6-4,Jr
2012,680,54,1295840,"Porter, Jahiah",C,6-9,Jr
2012,680,24,1186513,"Rhone, Ladarius",F,6-5,Sr
2012,680,4,1069280,"Riley, Lee",G,6-0,Sr
2012,680,52,1069289,"Walker, Torean",F,-,Jr
2012,680,14,1295831,"Wherry, Jeffery",G,5-9,So
2012,680,34,1186517,"Williams, Kenyour",F,6-4,Jr
2012,681,12,1292648,"Blamon, Joshua",G,6-2,Fr
2012,681,32,1292652,"Bolden, Nate",F,6-4,Fr
2012,681,3,970234,"Brown, DiAndre",F,6-3,Sr
2012,681,13,1183146,"Floyd, Adam",G,6-2,So
2012,681,10,1292647,"Hunt, Jesse",G,6-0,Fr
2012,681,15,1303830,"Johnson, Rameel",,5-11,N/A
2012,681,1,1183142,"Johnson, Kevin",G,5-8,So
2012,681,33,1292653,"Johnson, Sheldon",F,6-4,Jr
2012,681,2,1069479,"Kelly, Pat",G,6-2,Sr
2012,681,24,1292651,"McCargo, Darnell",G,6-2,Jr
2012,681,0,1297596,"McDonough, Bill",F,6-7,Jr
2012,681,20,1192251,"Moye, Ibn",G,6-0,So
2012,681,15,1183144,"Pendleton, Mike",F,6-3,Jr
2012,681,22,1292650,"Salmon, Yusuff",F,6-5,Jr
2012,681,23,1183143,"Suhr, Rich",G,5-11,So
2012,681,5,1192249,"Williams, Dave",G,5-9,Jr
2012,681,41,1292649,"Williams, James",G,6-2,Jr
2012,682,5,1190406,"Accaoui, Michael",G,5-9,So
2012,682,13,1190407,"Amelio, Mitchell",G,6-4,So
2012,682,40,1297833,"Blicker, Ryan",F,6-5,So
2012,682,33,1297832,"Cole, Jack",F,6-8,Fr
2012,682,31,1078041,"Fazzini, Adam",G,6-6,Jr
2012,682,12,1078042,"Hamor, Brian",G,6-2,Jr
2012,682,35,1190408,"Hayes, Ryan",G,6-0,So
2012,682,21,955050,"Lee, Patrick",G,6-5,Sr
2012,682,3,955048,"Lowry, Sean",G,6-5,Sr
2012,682,22,1078043,"Markle, Sam",G,6-1,Jr
2012,682,11,1297830,"May-Thompson, Raheem",F,6-7,Jr
2012,682,15,1297831,"Rose, Terell",G,6-2,Fr
2012,682,2,955047,"Tongo, Andre",G,6-1,Sr
2012,683,1,1281063,"Bracey, Ron",F,6-5,Jr
2012,683,24,956684,"Brenton, Tommy",F,6-5,Jr
2012,683,2,956678,"Carter, Danny",F,6-9,Sr
2012,683,5,1177504,"Coley, Dave",G,6-2,So
2012,683,10,956680,"Dougher, Bryan",G,6-1,Sr
2012,683,15,1067409,"Hayes, Leonard",G,6-4,Jr
2012,683,4,1177503,"Jackson, Anthony",G,6-0,So
2012,683,23,956683,"Joyner, Dallis",F,6-7,Sr
2012,683,35,1741688,"King, Scott",F,6-9,Fr
2012,683,32,1177506,"Mayo, Anthony",F,6-9,So
2012,683,22,1067410,"McAlister, Eric",F,6-8,So
2012,683,21,1177505,"Rapier, Al",F,6-7,Sr
2012,683,11,1177507,"Resner, Ben",G,6-2,Jr
2012,683,12,1067408,"Rouse, Marcus",G,6-1,Jr
2012,684,3,967054.0,"Barall, Justin",G,5-7,Sr
2012,684,10,1289903.0,"De La Cruz, Carlos",G,5-6,Fr
2012,684,32,1289906.0,"Gardner, Tom",C,6-6,Fr
2012,684,20,1081476.0,"Halpin, Colin",F,6-5,Jr
2012,684,22,1303832.0,"Henry, Ricky",,-,N/A
2012,684,2,1179458.0,"Jones, Jordan",F,6-2,So
2012,684,34,1289907.0,"Kehtrmanesh, Arshkan",F,6-4,Fr
2012,684,23,1289905.0,"MacArthur, Phil",G,6-1,Fr
2012,684,24,1074049.0,"McEntee, Mickey",F,6-3,Jr
2012,684,11,,"Medrano, Raphy",G,6-0,Fr
2012,684,11,1289909.0,"Medrano, Raphy",G,6-0,Fr
2012,684,1,974896.0,"Muteba, Jevic",F,6-2,Jr
2012,684,21,1074051.0,"Pepdjonovic, Matt",C,6-6,Jr
2012,684,14,1289904.0,"Powers, Matt",F,6-8,Fr
2012,684,25,1179459.0,"Shomer, Adam",F,6-4,Jr
2012,684,5,1289902.0,"Torres, Chris",G,6-1,Jr
2012,684,4,1179457.0,"Zanette, Steve",G,6-0,Jr
2012,685,22,1073585,"Duncan, E.J.",G,5-9,Jr
2012,685,10,1181345,"Eskin, Jake",G,6-2,So
2012,685,50,1291532,"Gardner, Nick",C,6-5,Fr
2012,685,30,1291533,"Kent, Ed",F,6-6,Jr
2012,685,12,1073588,"Marcinek, Scott",G,6-0,Jr
2012,685,21,1291534,"McGugan, Matt",G,6-0,Fr
2012,685,15,958605,"Modrick, Matt",F,6-6,Sr
2012,685,33,1073591,"Pannell, Harvey",G,6-2,Jr
2012,685,3,1181344,"Perillo, Mike",G,5-8,So
2012,685,14,1291535,"Possanza, Matt",G,6-3,Fr
2012,685,25,1073590,"Rezny, Brendan",G,6-3,Jr
2012,685,23,1181346,"Rutecki, Wally",F,6-5,So
2012,685,32,1291536,"Seldon, Tony",F,6-5,Fr
2012,685,52,1181348,"Sellinger, Harley",C,6-6,So
2012,685,0,1409228,"Senkowski, Paul",,6-2,N/A
2012,685,11,1291537,"Shirvanian, Erik",G,5-11,Fr
2012,685,24,958606,"Spencer, Spenser",G,6-1,Sr
2012,685,5,1291538,"Sullivan, Tim",G,6-0,Fr
2012,685,44,1073594,"Wilson, J.T.",F,6-6,Jr
2012,686,42,1183465,"Ancona, Davis",F,6-7,So
2012,686,35,1295028,"Barkley, Karl",G,6-2,Fr
2012,686,44,1183466,"Cheney, Jordan",F,6-7,So
2012,686,10,1183467,"Federer, Jordan",G,6-0,So
2012,686,40,1073930,"Gates, Will",F,6-5,Jr
2012,686,20,967804,"Giannangeli, Michael",G,6-3,Sr
2012,686,24,1407887,"Greenblatt, Andrew",G,6-0,Sr
2012,686,12,1295026,"Hu, Dan",G,5-10,Fr
2012,686,33,1183468,"Keedy, Joe",F,6-5,So
2012,686,23,1183469,"Kober, Jay",F,6-5,So
2012,686,14,1073936,"Martinez, Jordan",G,5-11,Jr
2012,686,54,1073937,"Prymak, Eugene",C,6-7,Jr
2012,686,31,1295029,"Rizzo, Dominic",F,6-5,Fr
2012,686,22,967807,"Rogalski, Marc",F,6-5,Sr
2012,686,50,1295030,"Sharma, Matt",C,6-6,Fr
2012,686,34,1295031,"Turner, Matt",F,6-5,Jr
2012,688,1,1289208,"Carter-Williams, Michael",G,6-6,Fr
2012,688,25,1289210,"Christmas, Rakeem",F,6-9,Fr
2012,688,10,1289211,"Cooney, Trevor",G,6-4,Fr
2012,688,23,1176022,"DeRemer, Russ",G,6-7,So
2012,688,5,1176023,"Fair, C.J.",F,6-8,So
2012,688,4,1176024,"Hart, Nolan",G,5-10,So
2012,688,13,1067870,"Hoffmann, Griffin",G,6-1,Jr
2012,688,11,862128,"Jardine, Scoop",G,6-2,Sr
2012,688,21,967242,"Jones, Mookie",G,6-6,Sr
2012,688,32,967243,"Joseph, Kris",F,6-7,Sr
2012,688,12,1176025,"Keita, Baye Moussa",C,6-10,So
2012,688,14,1074989,"Lyde-Cajuste, Matt",G,6-5,Jr
2012,688,51,1176026,"Melo, Fab",C,7-0,So
2012,688,33,1289212,"Nassar, Albert",F,6-6,Fr
2012,688,24,967245,"Reese, Brandon",G,5-11,Sr
2012,688,2,1067872,"Resavy, Nick",G,6-2,Sr
2012,688,43,1067873,"Southerland, James",F,6-8,Jr
2012,688,34,1082335,"Tomaszewski, Matt",F,6-8,Sr
2012,688,20,1067874,"Triche, Brandon",G,6-4,Jr
2012,688,3,1176027,"Waiters, Dion",G,6-4,So
2012,689,40,1064388,"Amendola, Ted",F,6-8,Jr
2012,689,22,1173142,"Barfield, Stefon",F,6-6,So
2012,689,35,1286347,"Brown, Jason",F,6-8,So
2012,689,23,951453,"DeFeo, Dylan",G,6-3,Sr
2012,689,24,1064392,"Graham, Ashton",G,6-4,Sr
2012,689,34,951455,"Kelly, Osby",G,6-3,Sr
2012,689,10,1183697,"Kidd, Ryan",G,6-3,So
2012,689,31,1299089,"Lewis, Fred",F,6-5,Fr
2012,689,4,1173144,"Mackey, Tariq",G,6-3,So
2012,689,20,1183698,"Moraes, Eric",F,6-5,So
2012,689,42,951458,"Pelot, Corey",F,6-6,Sr
2012,689,12,1286351,"Pritchett, Terrell",G,5-10,Fr
2012,689,3,1286352,"Riles, Jon",G,6-1,Fr
2012,689,32,1064395,"Townsend, Callum",F,6-6,Jr
2012,689,30,1064396,"Tumas, Ben",F,6-5,Sr
2012,689,25,1286353,"Wright, Brian",F,6-6,Sr
2012,690,22,1513374,"Brown, Aaron",G,6-5,So
2012,690,2,1296386,"Cummings, Will",G,6-2,Fr
2012,690,11,966073,"DiLeo, Tj",G,6-3,Jr
2012,690,50,966071,"Eric, Micheal",C,6-11,Sr
2012,690,4,973573,"Fernandez, Juan",G,6-4,Sr
2012,690,31,1070255,"Godino, Jake",G,6-0,Sr
2012,690,32,1070256,"Hollis-Jefferson, Rahlir",F,6-6,Jr
2012,690,3,1176165,"Lee, Anthony",F,6-9,Fr
2012,690,15,1176166,"McDonnell, Jimmy",F,6-10,Fr
2012,690,10,863496,"Moore, Ramone",G,6-4,Sr
2012,690,25,1736228,"Pendergast, Nick",F,6-5,Fr
2012,690,33,966072,"Randall, Scootie",F,6-6,Sr
2012,690,1,1070257,"Wyatt, Khaliff",G,6-4,Jr
2012,691,12,1191272,"Bawa, Muniru",C,6-11,So
2012,691,3,1286668,"Butcher, Kharon",G,6-2,Fr
2012,691,20,1177795,"Conner, Chris",G,6-4,Jr
2012,691,33,1066221,"Covington, Robert",F,6-9,Jr
2012,691,45,1191271,"Cyphers, Jordan",G,6-4,Jr
2012,691,1,1286679,"Dockery, Deshawn",G,5-10,N/A
2012,691,22,1066223,"Fredrick, Tashan",G,6-4,Jr
2012,691,44,1177798,"Green, Michael",F,6-9,So
2012,691,5,1286669,"Harris, Jay",G,5-10,Fr
2012,691,2,1177792,"Miller, Patrick",G,6-0,So
2012,691,31,1177794,"Moore, Kenny",F,6-7,Sr
2012,691,10,961083,"Peters, Wil",G,6-1,Sr
2012,691,34,1177797,"Rhett, M.J.",F,6-8,Fr
2012,691,21,1191273,"Thornton, Kellen",F,6-7,Jr
2012,691,24,1286670,"Ward, Taylor",G,6-4,Fr
2012,692,42,967374,"Bailey, Zach",G,6-1,Sr
2012,692,11,1068789,"Barnes, Terrell",F,6-7,Jr
2012,692,25,1068792,"Dillard, Jud",G,6-5,Jr
2012,692,24,1068791,"Dunn, Chase",G,5-10,So
2012,692,12,1174504,"Hill, Mitchell",G,6-1,Fr
2012,692,15,967376,"Hunley, Riley",G,6-3,Sr
2012,692,32,849304,"Inameti, Bassey",F,6-8,Sr
2012,692,10,1621528,"Johnson, Lanerryl",G,6-1,Fr
2012,692,3,1174505,"Marseille, Matt",F,6-6,Jr
2012,692,5,1174502,"McKay, Javon",F,6-4,Fr
2012,692,4,1174503,"McMorrow, Liam",C,7-0,Sr
2012,692,55,967380,"Murphy, Kevin",F,6-6,Sr
2012,692,33,1174506,"Ogbe, Dennis",F,6-7,So
2012,692,30,1288808,"Riggins, Ryon",F,6-9,Fr
2012,692,20,1288809,"Sexton, John",G,6-3,Jr
2012,692,2,1296661,"Swansey, Zac",G,6-1,Sr
2012,693,5,1067662,"Baker, Drew",F,6-7,So
2012,693,10,1178641,"Bareika, Martynas",G,6-4,Fr
2012,693,3,1067663,"Bell, Keegan",G,6-1,Sr
2012,693,12,1284851,"Brown, Trey",F,6-7,Fr
2012,693,34,1631909,"Bryant, Jared",F,6-7,Fr
2012,693,32,1178643,"Burroughs, Jahmal",F,6-6,Sr
2012,693,21,964869,"Early, Chris",F,6-7,Sr
2012,693,24,1178640,"Gentle, Ryan",F,6-5,Fr
2012,693,2,964867,"Hampton, Dontay",G,6-1,Jr
2012,693,30,1284853,"Mason, Z.",F,6-5,So
2012,693,1,1284849,"Stokes, Lance",F,6-6,Fr
2012,693,22,964870,"Taylor, Ricky",G,6-5,Sr
2012,693,44,1067668,"Watson, Sam",F,6-7,Jr
2012,693,0,1178639,"Wattad, Omar",G,6-5,Sr
2012,693,11,1284850,"White, Ronrico",G,6-3,Fr
2012,693,20,1284852,"Zlovaric, Drazen",F,6-9,Jr
2012,694,2,1289647,"Campbell, Galen",G,6-2,Fr
2012,694,31,1289652,"Chievous, Quinton",G,6-6,Fr
2012,694,11,1518790,"Golden, Trae",G,6-2,So
2012,694,20,1067909,"Hall, Kenny",F,6-9,Jr
2012,694,21,1289649,"Kilmartin, Ryan",G,6-5,So
2012,694,24,1289650,"Lopez, Brandon",G,6-1,Fr
2012,694,0,1741844,"Makanjuola, Yemi",C,6-10,Fr
2012,694,34,1177110,"Maymon, Jeronne",F,6-7,Jr
2012,694,13,1067910,"McBee, Skylar",G,6-3,Jr
2012,694,52,1177106,"McRae, Jordan",G,6-6,So
2012,694,25,1289651,"Miller, Dwight",F,6-8,Jr
2012,694,15,1177111,"Murphy, Rob",F,6-8,Jr
2012,694,1,1289646,"Richardson, Josh",G,6-6,Fr
2012,694,5,1307394,"Stokes, Jarnell",,6-8,N/A
2012,694,14,1177108,"Summitt, Tyler",G,6-1,So
2012,694,23,848013,"Tatum, Cameron",G,6-7,Sr
2012,694,4,1400465,"Washpun, Wes",G,6-1,Fr
2012,694,3,1400760,"Woolridge, Renaldo",F,6-9,Sr
2012,695,20,1289930,"Akinbobola, Wale",G,6-2,Fr
2012,695,4,1289928,"Ashcraft, Caleb",G,6-6,So
2012,695,34,1289933,"Harris, Martez",G,6-3,Fr
2012,695,12,1177803,"King, Troy",F,6-7,So
2012,695,10,1177801,"Liabo, Mike",G,6-6,So
2012,695,0,1289926,"Love, Gary",G,6-4,Jr
2012,695,35,1289934,"Maclin, Corderio",F,6-8,Jr
2012,695,11,1177802,"Minor, Omari",G,6-0,So
2012,695,32,1177806,"Mopo, Pierre",F,6-7,So
2012,695,1,1177799,"Richardson, Chris",G,6-0,So
2012,695,31,1177805,"Smith, Dane",G,6-3,Sr
2012,695,3,1177800,"Smith, Terence",G,6-4,So
2012,695,33,1289932,"Taylor, Myles",F,6-7,Fr
2012,695,2,1289927,"Taylor, Khristian",G,6-2,So
2012,695,25,1289931,"Washington, Jeremy",F,6-7,Jr
2012,695,15,1289929,"York, Eli",F,6-8,Jr
2012,696,99,1294237,"Banks, Antonio",G,5-8,Jr
2012,696,23,1294244,"Bonds III, Marshall",F,6-4,Jr
2012,696,0,1294241,"Brown, Ashton",G,5-8,Jr
2012,696,10,1077118,"Ford, Marcus",G,6-3,Sr
2012,696,11,1183902,"Huber, Jordan",G,5-9,Fr
2012,696,3,1294239,"Layssard, Ryan",G,5-9,Jr
2012,696,4,1294243,"Nash, Derryl",G,6-1,Jr
2012,696,5,1294240,"Onyebuchi, Drew",F,6-5,So
2012,696,22,1294242,"Robinson, Raymond",F,6-4,Fr
2012,696,14,1294245,"Sekamwa, Sulaiman",F,6-4,Jr
2012,696,45,1189066,"Wallace, Reid",F,6-6,Jr
2012,696,1,1294238,"Williams, Robert",F,6-4,Sr
2012,697,20,1176650,"Alexander, Daniel",F,6-9,Fr
2012,697,24,1176651,"Baird, Alex",G,6-1,Sr
2012,697,4,1507371,"Davis, Keith",C,-,So
2012,697,13,1285498,"Green, Jordan",G,6-5,Fr
2012,697,5,964484,"Harris, Dash",G,6-1,Sr
2012,697,12,1176654,"Harris, Fabyon",G,5-11,So
2012,697,2,1518697,"Hibbert, Naji",G,6-6,Jr
2012,697,42,1176653,"Jahns, Jarod",F,6-6,Sr
2012,697,33,1285499,"Jolly, Grant",F,6-8,Fr
2012,697,23,1285500,"Kinsley, Zach",G,6-5,Sr
2012,697,10,964483,"Loubeau, David",F,6-8,Sr
2012,697,11,1285497,"Reese, J-Mychal",G,6-1,Fr
2012,697,32,1176655,"Roberson, Kourtney",F,6-9,So
2012,697,31,1176656,"Turner, Elston",G,6-5,Jr
2012,697,35,1068490,"Turner, Ray",F,6-9,Jr
2012,697,22,1068491,"Young, Andrew",F,6-8,Jr
2012,698,5,1288210,"Anderson, Kyan",G,5-11,Fr
2012,698,31,1069180,"Bavcevic, Marin",G,6-2,Sr
2012,698,21,1288212,"Butler, Nate",G,6-6,Jr
2012,698,23,1177279,"Cadot, J.R.",G,6-5,Sr
2012,698,2,1288211,"Crossland, Connell",F,6-7,Jr
2012,698,4,1177281,"Fields, Amric",F,6-9,So
2012,698,33,1069181,"Green, Garlon",G,6-7,Jr
2012,698,13,1069185,"Kone, Cheick",C,6-10,Jr
2012,698,24,1288216,"McKinney, Adrick",F,6-8,Jr
2012,698,11,1177284,"Montigel, Thomas",G,6-2,So
2012,698,1,1177285,"Ray, Jarvis",G,6-6,So
2012,698,10,1177286,"Thorns, Hank",G,5-9,Sr
2012,698,41,1288214,"Williams, Craig",F,6-8,Sr
2012,698,25,1288213,"Zurcher, Chris",G,6-0,So
2012,699,33,1303809,"Brown, Eric",,-,N/A
2012,699,12,1176485,"Christie, Vanderis",G,5-11,Jr
2012,699,32,1068760,"Clayborn, Aaron",F,6-6,So
2012,699,23,1176486,"Denson, Keithtrick",F,6-7,Sr
2012,699,2,1282689,"Ellington, Dexter",G,6-1,Jr
2012,699,34,1282697,"Gibbs, Madarious",G,6-0,Fr
2012,699,11,1068755,"Johnson-Danner, Lawrence",G,6-4,So
2012,699,12,1282692,"Joyner, DaQuan",F,6-7,Sr
2012,699,3,1176484,"King, Daniel",F,6-8,Sr
2012,699,44,1282699,"Loving, Myles",G,6-1,Fr
2012,699,1,1282688,"Onwenu, Patrick",G,6-7,Fr
2012,699,20,1512212,"Peters, Jabari",G,6-4,Fr
2012,699,25,1282696,"Price, Timothy",F,6-11,Sr
2012,699,15,1282694,"Scott, DeAngelo",F,6-7,Sr
2012,699,5,1282691,"Strong, Omar",G,5-9,Jr
2012,699,4,1282690,"Sturdivant, Fred",F,6-7,Jr
2012,700,13,1298954,"Adams, Luke",G,5-9,Fr
2012,700,30,1068665,"Crockett, Jaye",F,6-7,So
2012,700,23,1298955,"Forte, Cameron",F,6-6,Fr
2012,700,20,1298956,"Gotcher, Toddrick",G,6-3,Fr
2012,700,0,1298974,"Hayden, Pierre",,-,N/A
2012,700,11,1298957,"Kravic, Dejan",C,6-11,Jr
2012,700,35,1298958,"Lammert, Clark",F,6-8,Fr
2012,700,15,936588,"Lewandowski, Robert",F,6-10,Sr
2012,700,3,1418932,"Minnis, Deshon",G,6-3,Fr
2012,700,44,1405793,"Nash, Jaron",F,6-8,So
2012,700,4,1298961,"Nurse, Ty",G,6-1,Jr
2012,700,2,1403359,"Petteway, Terran",F,6-6,Fr
2012,700,12,1298963,"Tapsoba, Kader",C,6-10,Jr
2012,700,32,1298964,"Tolbert, Jordan",F,6-7,Fr
2012,700,10,1512860,"Wagner, Kevin",G,5-7,Fr
2012,700,5,1400292,"Willis, Javarez",G,5-11,So
2012,702,21,1175709,"Butler, Kevin",F,6-5,Jr
2012,702,25,1069945,"Catlett, Cameron",G,6-3,Jr
2012,702,2,1298977,"Davis, Luke",,6-1,N/A
2012,702,35,1175710,"Edwards, Brandon",F,6-6,So
2012,702,10,1175706,"Gay, Bradley",G,6-4,Sr
2012,702,33,1296371,"Gruszecki, Karol",F,6-5,Jr
2012,702,1,1175703,"Ingram, Bo",F,6-5,Sr
2012,702,5,1175705,"Lagerson, Stuart",C,7-0,So
2012,702,15,1296370,"Osbourne, Nick",G,6-0,So
2012,702,3,1298976,"Outler, Jamel",,6-2,N/A
2012,702,4,1296369,"Redmon, Jorge",G,5-9,Jr
2012,702,31,956120,"Reed, LaMarcus",F,6-5,Sr
2012,702,55,1069963,"Reves, Jordan",F,6-10,Jr
2012,702,12,1175707,"White-Miller, Shaquille",G,5-9,So
2012,703,2,1622875,"Bond, Jaylen",F,6-8,Fr
2012,703,14,1068029,"Brown, J'Covan",G,6-1,Jr
2012,703,53,1297571,"Chapman, Clint",C,6-10,Sr
2012,703,22,1068030,"Dick, Andrew",G,6-2,Jr
2012,703,13,1297573,"Gibbs, Sterling",G,6-1,Fr
2012,703,10,1297574,"Holmes, Jonathan",F,6-8,Fr
2012,703,12,1297572,"Kabongo, Myck",G,6-1,Fr
2012,703,0,1518390,"Lewis, Julien",G,6-4,Fr
2012,703,1,1621014,"McClellan, Sheldon",G,6-5,Fr
2012,703,5,1068033,"Melchionni, Dean",G,6-4,Jr
2012,703,20,857665,"Wangmene, Alexis",C,6-7,Sr
2012,704,21,1177352,"Bohannon, John",C,6-11,So
2012,704,55,1293729,"Campbell, D'Von",G,6-0,Fr
2012,704,34,1318188,"Cheda, Mauricio",,-,N/A
2012,704,5,1293733,"Cooper, C.J.",G,6-0,Fr
2012,704,25,1293728,"Jacobs, Tim",G,6-1,Fr
2012,704,31,1293726,"Lang, Cedrick",F,6-10,Fr
2012,704,23,862824,"McCulley, Gabriel",F,6-7,Sr
2012,704,44,1511646,"Moore, Malcolm",F,6-7,Jr
2012,704,2,1293734,"Nelson, Darius",F,6-7,Fr
2012,704,24,1511212,"Perez, Michael",G,6-3,So
2012,704,33,1300450,"Perry, K.",,-,N/A
2012,704,20,1191062,"Perry, Kevin",F,6-5,So
2012,704,15,1293730,"Ragland, Jalen",G,6-7,Fr
2012,704,11,1293732,"Streeter, Jacques",G,6-0,Jr
2012,704,41,1068542,"Tafoya, Tyler",G,6-3,Jr
2012,704,32,1293727,"Vint, Hooper",C,6-11,Fr
2012,704,10,1293731,"Washburn, Julian",F,6-8,Fr
2012,706,2,1176412,"Bakare, Kalif",G,5-11,Jr
2012,706,22,1275474,"Burrage, Kannon",G,6-2,Jr
2012,706,1,1067380,"Franklin, Stephen",F,6-6,Sr
2012,706,5,1275475,"Hale III, Michael",G,5-10,Jr
2012,706,12,1176414,"Hill, Jeromie",F,6-8,So
2012,706,31,1067378,"Johnson III, Melvin",G,6-5,Jr
2012,706,13,1410129,"Nujic, Iggy",F,6-8,So
2012,706,4,954823,"Paye, Sei",G,6-3,Sr
2012,706,11,1275473,"Price, A.J.",G,6-2,Fr
2012,706,32,1176418,"Sims, Jordan",G,6-4,So
2012,706,14,1176416,"Vouyoukas, Alex",C,6-9,Sr
2012,706,0,1176411,"White, Mike",F,6-8,Sr
2012,706,20,1415000,"Whitehead, Ryan",G,6-1,So
2012,706,3,1067379,"Wilkins, Larry",F,6-4,Sr
2012,706,42,1176419,"Wood, Tyler",F,6-6,So
2012,707,14,859523,"Adams, Devon",G,6-2,Sr
2012,707,12,1294197,"Akinwale, Dotun",G,6-1,Jr
2012,707,3,1294195,"Bennett, Keon",G,5-11,Jr
2012,707,21,1073445,"Brownlee, R.J.",G,6-2,Jr
2012,707,33,1294404,"Coles, Lonzell",F,6-3,Fr
2012,707,2,1294194,"Dade, Justin",G,5-11,Fr
2012,707,11,1073447,"Delashment, Kendall",G,6-1,Jr
2012,707,30,1078093,"Forbes, Austin",G,6-4,Jr
2012,707,44,1294406,"Fowler, Marcus",C,6-10,So
2012,707,10,1185655,"Harvey, Anthony",G,6-0,Jr
2012,707,4,1294196,"Long, Marcus",G,5-10,Fr
2012,707,40,1294405,"Mallinger, Eric",F,6-6,Fr
2012,707,31,1294200,"McCaskill, Kamran",G,6-1,Fr
2012,707,23,1185657,"McKinney, Chace",F,6-6,Jr
2012,707,20,1294199,"Phillips, Doran",G,6-0,Fr
2012,707,15,1294198,"Pierre, Samuel",G,5-9,Fr
2012,707,5,1073443,"Rozenblad, Blair",G,6-4,Jr
2012,707,22,1073446,"Trotty, Ladell",F,6-4,Jr
2012,709,20,1266070.0,"Brown, Julius",G,5-10,Fr
2012,709,1,1266067.0,"Buckley, Dominique",G,6-2,Jr
2012,709,21,1175846.0,"Dear, Delino",C,6-9,So
2012,709,33,1402651.0,"Dennis, Curtis",G,6-5,Jr
2012,709,0,1510871.0,"Ewing, James",F,6-6,So
2012,709,32,1626884.0,"Holliday, Reese",G,6-4,So
2012,709,4,1266069.0,"Majerle, Ryan",G,6-4,Fr
2012,709,3,1518600.0,"Mathew, AJ",G,6-3,Fr
2012,709,5,1191195.0,"Pearson, Rian",G,6-4,So
2012,709,12,1404570.0,"Riddle, Zach",G,6-2,Fr
2012,709,43,1266072.0,"Smith, Matt",F,6-5,So
2012,709,15,,"Speicher, Michael",F,6-6,Fr
