season,school_id,player_id,player_name,jersey,pos,height,class
2012,235,1,1070913,"Boynton, Kenny",G,6-2,Jr
2012,235,0,1300451,"Kurtz, Jacob",C,6-6,Fr
2012,235,34,1514740,"Larson, Cody",F,6-9,Fr
2012,235,33,1070915,"Murphy, Erik",F,6-10,Jr
2012,235,35,1403363,"Pitchford, Walter",F,6-10,Fr
2012,235,24,1176324,"Prather, Casey",F,6-6,So
2012,235,3,1187820,"Rosario, Mike",G,6-3,Jr
2012,235,11,963696,"Walker, Erving",G,5-8,Sr
2012,235,5,1176322,"Wilbekin, Scottie",G,6-2,So
2012,235,15,1176323,"Yeguete, Will",F,6-8,So
2012,235,4,1176321,"Young, Patric",C,6-9,So
2012,236,55,1179703,"Bristol, Kervin",F,6-10,Sr
2012,236,42,1293898,"Canty, Ryan",C,6-9,Fr
2012,236,23,1521006,"Dominique, Marvin",F,6-7,So
2012,236,21,966498,"Estwick, Alberto",G,6-5,Sr
2012,236,20,1293901,"Fay, Jared",G,6-3,Fr
2012,236,1,1179705,"Frazier, Brandon",G,6-2,So
2012,236,32,1293900,"Gaitley, DC",G,5-1,Fr
2012,236,33,1071704,"Gaston, Chris",F,6-7,Jr
2012,236,4,966500,"Hage, Ryan",G,5-10,Sr
2012,236,3,1644037,"McMillan, Devon",G,5-10,Fr
2012,236,35,1183936,"Robinson, Khalid",G,6-2,So
2012,236,14,1191244,"Samuell, Lamount",G,6-4,So
2012,236,5,1633985,"Short, Jeff",G,6-4,Fr
2012,236,24,1293899,"Smith, Bryan",G,6-2,Fr
2012,236,10,1293902,"Zivkovic, Luka",F,6-8,Fr
2012,237,15,1293832,"Bent, Cecil",C,6-9,Sr
2012,237,4,1293822,"Bing, Aaron",G,5-10,Jr
2012,237,42,1293827,"Cooper, Kyle",F,6-7,Sr
2012,237,32,1180716,"Davey, Brandon",F,6-6,Jr
2012,237,33,1293826,"Davis, Joshuah",G,6-2,So
2012,237,0,1293823,"Dixon, Mitchell",G,6-4,Jr
2012,237,40,1301056,"Domineck, Nigel",,6-5,N/A
2012,237,33,1293828,"Graham, Randy",G,6-2,Sr
2012,237,22,1293825,"Hunter, Corey",F,6-8,So
2012,237,31,1293831,"Jones, Anderson",F,6-7,Jr
2012,237,3,1293833,"Kelly, Britain",G,6-4,Sr
2012,237,11,1180710,"Lofland, Desmond",G,6-0,So
2012,237,30,1293824,"McCall, Detrius",F,6-6,Sr
2012,237,34,1293830,"McDonald, Julian",G,6-3,Sr
2012,237,13,1293829,"Moye, Corbyn",G,6-1,Fr
2012,237,21,974934,"Simmons, Kenneth",G,6-3,Sr
2012,237,24,1192434,"Sledge, Jeremy",G,6-1,So
2012,237,25,1190441,"Stephens, Stanford",G,6-2,So
2012,237,10,1180713,"Thomas, Rashad",F,6-4,Sr
2012,238,34,1185404,"Ajao, Adeyemi",F,6-4,So
2012,238,20,1071782,"Cavicchi, Benjamin",G,5-9,Jr
2012,238,31,1185406,"DePaolis, Rico",G,6-1,Jr
2012,238,13,1185411,"Figueroa, Tyrone",G,5-11,So
2012,238,98,1294833,"Ganda, Abdel-Azize",G,6-0,So
2012,238,32,1305182,"Henderson, Jamie",F,6-5,So
2012,238,23,1303580,"Johnson, Mahlik",G,5-10,Fr
2012,238,11,1294834,"Jones, Robert",G,5-9,Fr
2012,238,10,1185408,"Lopez, Juan",G,5-7,So
2012,238,99,1191322,"Mclaurin, Marcus",G,6-2,Sr
2012,238,14,1294835,"Perron, Justin",G,6-2,Fr
2012,238,50,1294836,"Pinnock, Jamal",C,6-5,So
2012,238,24,1294837,"Putney, Ryan",G,5-11,Fr
2012,238,25,1294838,"Richardson, Samuel",G,6-3,Fr
2012,238,15,1185410,"Sammy, Sadick",G,6-0,Jr
2012,238,33,1294839,"Santana, Andre",F,6-4,Fr
2012,238,22,964636,"St. Surin, Allen",G,6-2,Sr
2012,238,35,1294840,"Zajac, Matthew",F,6-3,Fr
2012,239,55,1300924,"Alecxih, Austin",G,6-6,So
2012,239,34,970520,"Balderston, Dave",F,6-3,Sr
2012,239,2,1078523,"Beckford, Brandon",G,6-4,Jr
2012,239,0,1298305,"Braham, Xavier",G,-,Fr
2012,239,23,1078524,"Brewer, Max",G,6-2,Jr
2012,239,10,1180670,"Early, Ed",F,6-6,So
2012,239,24,1078526,"Gyokchyan, Hayk",F,6-8,Jr
2012,239,33,1078527,"Henry, Kevin",F,6-8,Jr
2012,239,44,1298307,"Lee, Morgan",G,6-5,Fr
2012,239,3,1180658,"McCormick, Brett",G,6-3,So
2012,239,4,970525,"Milligan, Georgio",G,6-2,Sr
2012,239,11,970527,"Mraz, Nick",F,6-8,Sr
2012,239,5,1298306,"Phelps, Terrel",G,6-0,Fr
2012,239,1,1192931,"Porter, Matt",G,6-3,So
2012,239,15,1180671,"Salandra, Jon",F,6-6,So
2012,239,13,970529,"Savastio, Ty",G,6-2,Sr
2012,241,5.0,970178.0,"Abu, Adedamola",C,6-6,Sr
2012,241,32.0,1189433.0,"Barboza, Matt",F,6-7,So
2012,241,23.0,1189427.0,"Blackwood, Andre",G,6-1,So
2012,241,11.0,1078011.0,"Christian, Curtis",G,6-2,Jr
2012,241,43.0,1189436.0,"Cooper, Ellis",F,6-3,So
2012,241,31.0,1189432.0,"Dick, Paul",G,6-4,So
2012,241,0.0,1298740.0,"Ezeigwe, Ndubisi",F,6-5,Jr
2012,241,99.0,,"Handanovic, Jasmin",G,6-1,So
2012,241,1.0,1298736.0,"Ibrahim, Khalid",G,5-10,Fr
2012,241,3.0,1078015.0,"Jean-Guillaume, Eric",G,6-0,Jr
2012,241,15.0,1189430.0,"Jones, Josh",G,6-3,Jr
2012,241,12.0,1298737.0,"Lebov, Igor",F,6-5,So
2012,241,24.0,1298738.0,"Lessane, Ant",G,6-3,Jr
2012,241,4.0,1189429.0,"Van Oostrum, Nigel",G,6-5,Sr
2012,241,30.0,1298739.0,"Vilmont, Ryen",F,6-5,Fr
2012,241,40.0,1189435.0,"Vourliotakis Perolikaris, Adrianos",F,6-8,So
2012,241,,1189431.0,", ",F,6-6,N/A
2012,242,23,1293021,"Atkins, Mikhail",G,6-1,Fr
2012,242,32,968640,"Billups, Amir",G,6-2,Jr
2012,242,5,864210,"Bryant, Julius",F,6-5,Sr
2012,242,40,1293024,"Case, Devin",F,6-6,Jr
2012,242,11,1185441,"Dawson, Adam",G,6-1,So
2012,242,12,1293019,"DeWaters, Nick",F,6-3,Jr
2012,242,34,1074948,"Goodwin, Damien",F,6-4,Sr
2012,242,22,968639,"Herrera, Jonathan",G,6-1,Sr
2012,242,10,968643,"Jackson, Dior",G,5-8,Sr
2012,242,30,1185445,"Kashmer, Dalton",G,6-3,Sr
2012,242,24,1293022,"Merritt, Mark",G,6-3,Fr
2012,242,20,1185442,"Mitchell, Kevin",F,6-4,Sr
2012,242,14,1293020,"O'Brien, Torin",G,5-8,So
2012,242,52,1293025,"Ruffin, Andrew",G,6-2,Sr
2012,242,42,968644,"Smith, Leonard",G,6-0,Sr
2012,242,33,1293023,"Williams, Markus",F,6-5,Jr
2012,243,23,1184458,"Antoine, Desean",F,6-1,Jr
2012,243,31,1295766,"Armstrong, Justin",F,6-2,Fr
2012,243,40,1295767,"Bates, Bobby",G,5-9,Fr
2012,243,11,1184456,"Biscoe, Brian",G,5-9,Jr
2012,243,21,1295764,"Coker, Kwambina",F,6-6,Jr
2012,243,24,965762,"Dockett, Troy",G,5-9,Sr
2012,243,54,1295770,"Ennels, II, Larry",G,6-3,Fr
2012,243,44,1295768,"Henson, Shawn",G,6-3,Fr
2012,243,22,1295765,"Kamau, Jabari",F,6-4,Fr
2012,243,20,1295763,"Logan, Tyler",G,6-2,Fr
2012,243,32,965775,"Nunn, Bradley",C,6-3,Sr
2012,243,12,1075584,"Odunlami, Ladi",G,6-1,Sr
2012,243,10,1295762,"Patrick, David",G,6-0,Fr
2012,243,30,1184454,"Redfield, Justin",G,5-11,Sr
2012,243,50,1295769,"Wheeler, Tyrone",G,6-0,Jr
2012,243,42,1075586,"Williams, Maurice",F,6-4,Sr
2012,243,14,1184453,"Zang, Jordan",F,6-5,So
2012,244,22,861609,"Austin, Bobby",G,6-3,Sr
2012,244,32,861614,"Barnes, Bryson",F,6-5,Sr
2012,244,31,1288915,"Belfield, Keith",F,6-6,Fr
2012,244,0,1288910,"Bisack, Tyler",G,6-3,Fr
2012,244,11,1513096,"Brown, David",G,5-10,Fr
2012,244,3,1179332,"Brown, Richard",G,5-11,So
2012,244,35,1288916,"Early, Dominic",G,6-5,Fr
2012,244,4,1518868,"Hunt, Tyler",F,6-7,Fr
2012,244,15,1187685,"Irwin, Bryant",F,6-7,Jr
2012,244,10,1535451,"Loyd, Jordan",G,6-4,Fr
2012,244,5,1288912,"O'Neill, Aaron",G,6-0,Fr
2012,244,43,1068466,"Reddick, Colin",F,6-9,Jr
2012,244,12,1068465,"Reddick, Charlie",G,6-5,So
2012,244,20,1179334,"Rogers, Graham",G,5-11,So
2012,244,24,951498,"Sebirumbi, Brandon",F,6-9,Sr
2012,244,44,951500,"Toler, Chris",F,6-9,Sr
2012,245,30,1295452,"Alleyne, Jaris",G,6-1,Fr
2012,245,3,1290942,"Bonheyo, Todd",G,6-2,Fr
2012,245,44,1303158,"Carson, Chris",G,6-1,Fr
2012,245,22,1295453,"Coleman, Ben",G,6-4,Fr
2012,245,21,1184952,"Crace, Tyler",F,6-6,So
2012,245,34,1072259,"Fava, Daniel",F,6-4,Sr
2012,245,33,1290944,"Gordon, Trey",G,6-4,Fr
2012,245,23,1072258,"Houston, Jocus",G,5-11,Sr
2012,245,11,1081507,"Kelly, Danny",F,6-6,Jr
2012,245,5,965171,"McMillan, Brandon",G,6-1,Sr
2012,245,25,1184956,"Sechman, Joshua",G,6-4,Sr
2012,245,1,1184948,"Seeber, Layton",F,6-4,Sr
2012,245,54,1300011,"Snider, Tyler",F,6-2,Fr
2012,245,31,1295451,"Stickley, Roddy",G,6-0,Fr
2012,245,2,965172,"Tatum, Tony",G,6-3,Sr
2012,246,30,1172774,"Battle, Stephen",F,6-5,So
2012,246,1,1287735,"Belt, Brandon",G,6-1,So
2012,246,32,1172775,"Blanton, Darrell",F,6-4,Jr
2012,246,5,1287736,"Blazek, Adam",G,6-1,Fr
2012,246,15,1287737,"Carty, Shameel",G,6-4,Sr
2012,246,21,1076712,"Furno, Tanner",F,6-9,Jr
2012,246,10,1287738,"Johnson, Dytanya",F,6-9,So
2012,246,12,1287739,"Macias, Oscar",G,6-3,Jr
2012,246,44,1287740,"Martynenko, Dmitry",F,6-9,Jr
2012,246,3,1076713,"Piotrowicz, Steve",G,5-10,Sr
2012,246,25,1172782,"Tucker, Alvin",G,6-4,Jr
2012,246,20,1287741,"Wilson, T.J.",F,6-1,Jr
2012,246,33,1287742,"Wilson, Robert",F,6-3,Jr
2012,247,44,1297053,"Anderson, Devon",F,6-6,Fr
2012,247,15,1181562,"Curry, Matt",G,6-5,So
2012,247,5,1181560,"Decker, Thomas",G,6-0,So
2012,247,25,1297052,"Desimone, Sean",G,5-9,So
2012,247,31,857244,"Drazan, John",F,6-8,Sr
2012,247,4,1297049,"Drescher, Andy",G,6-4,Fr
2012,247,24,857241,"Estabrooks, Ethan",G,6-4,Sr
2012,247,23,1181564,"Fedge, Connor",G,6-3,So
2012,247,10,1078119,"Hoy, Marcus",G,5-9,Jr
2012,247,22,857240,"Hoy, Mike",G,6-2,Sr
2012,247,20,1181563,"Jones, Jordan",F,6-4,So
2012,247,21,1297051,"Lyons, Gordon",F,6-5,Fr
2012,247,11,1297050,"McKenna, James",F,6-6,Fr
2012,247,42,759070,"Miller, Abe",F,6-6,Sr
2012,247,3,1181559,"Minchin, Kevin",G,5-8,So
2012,247,32,1181565,"Riefenhauser, Ryan",F,6-3,Jr
2012,248,3,1182037,"Allen, Bryon",G,6-3,So
2012,248,5,1182038,"Arledge, Jonathan",F,6-9,So
2012,248,15,1293311,"Baird, Jordan",G,5-10,Jr
2012,248,1,1510873,"Bennett, Paris",F,6-7,So
2012,248,4,1293309,"Copes, Erik",F,6-8,Fr
2012,248,45,949103,"Cornelius, Andre",G,5-10,Sr
2012,248,13,1293312,"Edwards, Corey",G,5-11,Fr
2012,248,12,1293313,"Gray, Vaughn",F,6-5,Fr
2012,248,30,1293308,"Hoxie, Jacob",G,6-3,So
2012,248,2,1293310,"Lewis, Bryce",G,5-9,Jr
2012,248,22,949106,"Morrison, Michael",F,6-9,Sr
2012,248,24,949107,"Pearson, Ryan",F,6-6,Sr
2012,248,4,1512458,"Vaughns, Vertrail",G,6-2,So
2012,248,32,1067954,"Williams, Johnny",F,6-8,Jr
2012,248,10,1067952,"Wright, Sherrod",G,6-4,So
2012,249,5,1067761.0,"Bynes, Bryan",G,6-3,Jr
2012,249,10,967472.0,"Conward, Michael",G,6-3,Sr
2012,249,24,,"Davis, Jonathan",C,6-7,Fr
2012,249,13,1293485.0,"Edwards, Jabari",F,6-10,Sr
2012,249,4,1186275.0,"Ghantous, Roy",C,6-0,Jr
2012,249,11,1639017.0,"Guest, Dan",G,-,So
2012,249,34,1293482.0,"Kopriva, John",F,6-8,Fr
2012,249,20,1510062.0,"Kromah, Lasan",G,6-6,Jr
2012,249,30,1177358.0,"Mikic, Nemanja",F,6-8,So
2012,249,12,1510470.0,"Pellom, David",F,6-7,Jr
2012,249,0,1067760.0,"Smith, Dwayne",F,6-6,Jr
2012,249,3,956268.0,"Taylor, Tony",G,6-1,Sr
2012,249,14,1293483.0,"Tonkins, Malik",G,5-5,Fr
2012,249,15,956270.0,"Ware, Aaron",F,6-5,Sr
2012,251,0,1298490,"Adams, Tyler",C,-,Fr
2012,251,32,1177590,"Ayegba, Moses",C,6-9,So
2012,251,23,1177588,"Bowen, Aaron",F,6-6,Fr
2012,251,25,1177589,"Caprio, John",G,6-6,So
2012,251,21,956035,"Clark, Jason",G,6-2,Sr
2012,251,3,1298488,"Hopkins, Mikael",F,6-9,Fr
2012,251,34,1177591,"Lubick, Nate",F,6-8,So
2012,251,22,1298487,"Porter, Otto",F,6-8,Fr
2012,251,14,956037,"Sims, Henry",C,6-10,Sr
2012,251,5,1177587,"Starks, Markel",G,6-2,So
2012,251,1,1072044,"Thompson, Hollis",F,6-8,Jr
2012,251,55,1298486,"Trawick, Jabril",G,6-5,Fr
2012,251,2,1298489,"Whittington, Greg",F,6-8,Fr
2012,253,32,1071792,"Baskerville, Cameron",F,6-7,Jr
2012,253,10,1177510,"Baynham, Marvin",F,6-6,So
2012,253,25,1290224,"Brown, Tyrone",F,6-8,Fr
2012,254,14,861948,"Ali, Jihad",F,6-5,Sr
2012,254,23,1289310,"Atkins, Manny",F,6-6,Jr
2012,254,20,1175659,"Buckner, Eric",F,6-8,Sr
2012,254,4,950904,"Fields, James",G,6-4,Sr
2012,254,15,1289305,"Gamble, Tyler",G,6-2,Fr
2012,254,34,1289309,"Green, Justin",F,6-5,Fr
2012,254,21,1289306,"Green, Ryann",G,6-1,Fr
2012,254,11,1289307,"Kimbro Jr., Tony",G,6-5,Fr
2012,254,24,1175663,"McGee, Brandon",F,6-6,Sr
2012,254,1,1175664,"Micheaux, Josh",G,6-5,Sr
2012,254,25,1175665,"Richardson, Rashaad",G,6-4,So
2012,254,10,1289308,"Shaw, Kevin",G,6-1,Fr
2012,254,55,1065294,"Taylor, Jamar",F,6-9,Sr
2012,254,22,1065293,"Vincent, James",C,6-10,Jr
2012,254,12,1175666,"White, Devonta",G,5-11,So
2012,255,33,951644,"Craig, Derek",G,6-4,Sr
2012,255,4,951646,"Foreman, Nick",G,6-3,Sr
2012,255,42,1396844,"Hicks, Nate",C,6-10,So
2012,255,24,1068012,"Holsey, Kammeon",F,6-8,So
2012,255,2,1293490,"Jordan, Pierre",G,6-0,Sr
2012,255,5,1068013,"Miller, Daniel",C,6-11,So
2012,255,13,1403781,"Moore, Mcpherson",G,6-2,So
2012,255,14,1177600,"Morris, Jason",G,6-5,So
2012,255,11,1293489,"Peek, Aaron",G,6-4,Fr
2012,255,23,1177601,"Reed, Brandon",G,6-3,So
2012,255,41,1068015,"Rice, Glen",G,6-5,Jr
2012,255,1,1513094,"Royal, Julian",F,6-8,Fr
2012,255,0,1068016,"Udofia, Mfon",G,6-2,Jr
2012,255,12,1293487,", ",F,6-0,N/A
2012,257,23,1179639,"Brantley, Sherrard",G,6-2,Jr
2012,257,12,965134,"Bucklin, Matt",G,6-0,Sr
2012,257,1,1293496,"Caldwell-Pope, Kentavious",G,6-5,Fr
2012,257,41,1293492,"Cannon, John",C,6-10,Fr
2012,257,5,1293494,"Dixon, Tim",C,6-9,Fr
2012,257,42,1293495,"Djurisic, Nemanja",C,6-8,Fr
2012,257,32,1293493,"Florveus, John",C,6-11,Jr
2012,257,10,1179640,"Long, Elliott",G,6-4,Fr
2012,257,20,1179641,"Nolte, Connor",F,6-7,Sr
2012,257,22,1179642,"Robinson, Gerald",G,6-1,Sr
2012,257,33,1293491,"Rome, Jay",C,6-5,Fr
2012,257,2,1179643,"Thornton, Marcus",F,6-8,So
2012,257,3,965133,"Ware, Dustin",G,5-11,Sr
2012,257,15,1179644,"Williams, Donte",F,6-9,So
2012,257,11,1071242,"Williams, Vincent",G,6-0,Jr
2012,258,44,1077229,"Bors, Christian",C,6-6,Jr
2012,258,22,1077230,"Brooks, Derek",G,6-2,Jr
2012,258,42,1184994,"Constable, Benjamin",F,6-7,Jr
2012,258,4,1296914,"Emerusabe, Joe",G,6-4,Fr
2012,258,10,1077231,"Geedey, Larry",G,5-11,Jr
2012,258,20,1296918,"Gordon, Sean",G,6-1,Fr
2012,258,54,1296920,"Healy, Christian",C,6-5,Fr
2012,258,52,970535,"Lang, Tim",F,6-7,Sr
2012,258,34,1184993,"Poston, Connor",F,6-5,So
2012,258,12,1296917,"Savaglio, Jojo",G,6-4,Fr
2012,258,11,1296916,"Siden, Mark",G,5-9,Fr
2012,258,5,1296915,"Staub, Mark",G,6-1,Fr
